Unnamed: 0	Dataset_Ids	TF_name	Peak_start	Peak_end	Peak_center	Peak_number	Max_Fold_Enrichment	Max_Norm_Fold_Enrichment	Proximal_genes	Center_position_type
1862	gadX inducible 1,gadX inducible 2	gadX	1452618.0	1452877.0	1452750.0	56	12.35	0.257309	paaZ,tynA	genic
1863	gadX inducible 1,gadX inducible 2	gadX	842036.0	842330.0	842169.0	57	12.29	0.25607	mcbA,ybiJ-ybiI-ybiX-ybiL	intergenic
1864	gadX inducible 1,gadX inducible 2	gadX	4117515.0	4117766.0	4117633.0	58	12.27	0.255699	fpr-glpX,glpK	genic
1865	gadX inducible 1,gadX inducible 2	gadX	3710572.0	3710897.0	3710709.0	59	12.15	0.253097	eptB,yhjX	intergenic
1866	gadX inducible 1,gadX inducible 2	gadX	4112654.0	4112915.0	4112789.0	60	12.06	0.251239	yiiR,yiiS-uspD	intergenic
1867	gadX inducible 1,gadX inducible 2	gadX	2163462.0	2163710.0	2163592.0	61	12.03	0.250743	baeR-yegP,baeS-baeR	genic
1868	gadX inducible 1,gadX inducible 2	gadX	2268583.0	2269073.0	2268722.0	62	11.85	0.246903	lpxT,yeiR-lpxT	genic
1869	gadX inducible 1,gadX inducible 2	gadX	4370094.0	4370585.0	4370301.0	63	11.82	0.246283	fxsA,yjeH	genic
1870	gadX inducible 1,gadX inducible 2	gadX	35901.0	36181.0	36038.0	64	11.79	0.245788	caiE-caiD-caiC,caiF	genic
1871	gadX inducible 1,gadX inducible 2	gadX	2051967.0	2052443.0	2052271.0	65	11.71	0.197959	yeeJ,yeeL	intergenic
1872	gadX inducible 1,gadX inducible 2	gadX	3651621.0	3651974.0	3651768.0	66	11.47	0.239098	insH-11,yhiS	genic
1873	gadX inducible 1,gadX inducible 2	gadX	4397416.0	4397642.0	4397527.0	67	11.27	0.234762	miaA-hfq-hflX-hflK-hflC,mutL-miaA-hfq-hflX-hflK-hflC	genic
1874	gadX inducible 1,gadX inducible 2	gadX	1768888.0	1769227.0	1769092.0	68	11.12	0.231789	rprA,ydiK	genic
1875	gadX inducible 1,gadX inducible 2	gadX	113509.0	113724.0	113630.0	69	11.07	0.230674	guaC,hofC-hofB-ppdD	genic
1876	gadX inducible 1,gadX inducible 2	gadX	1291113.0	1291553.0	1291440.0	70	11.06	0.23055	galU,hns	intergenic
1877	gadX inducible 1,gadX inducible 2	gadX	503706.0	503934.0	503820.0	71	10.88	0.226833	fsr,ybaL	genic
1878	gadX inducible 1,gadX inducible 2	gadX	3076900.0	3077206.0	3077062.0	72	10.86	0.226214	epd-yggC-yggD,yggC-yggD-yggF-cmtA-cmtB-yggP	genic
1879	gadX inducible 1,gadX inducible 2	gadX	3727374.0	3727761.0	3727646.0	73	10.85	0.22609	yiaA,yiaB	genic
1880	gadX inducible 1,gadX inducible 2	gadX	1779441.0	1779887.0	1779716.0	74	10.83	0.225719	ppsA,ydiQ-ydiR-ydiS-ydiT-fadK	genic
1881	gadX inducible 1,gadX inducible 2	gadX	507031.0	507359.0	507166.0	75	10.73	0.223612	chiX,ybaK	intergenic
1882	gadX inducible 1,gadX inducible 2	gadX	535475.0	535807.0	535589.0	76	10.65	0.222002	allB,gcl-hyi-glxR-ybbW-allB-ybbY-glxK	genic
1883	gadX inducible 1,gadX inducible 2	gadX	4519424.0	4519800.0	4519621.0	77	10.64	0.221754	insA-7,yjhU	genic
1884	gadX inducible 1,gadX inducible 2	gadX	3667578.0	3668116.0	3667746.0	78	10.57	0.220268	gadX-gadA,nc8	intergenic
1885	gadX inducible 1,gadX inducible 2	gadX	2698586.0	2698905.0	2698721.0	79	10.43	0.217418	tadA-pgpC,yfhH	intergenic
1886	gadX inducible 1,gadX inducible 2	gadX	1574803.0	1575101.0	1574981.0	80	10.4	0.216799	gadC-gadB,pqqL	genic
1887	gadX inducible 1,gadX inducible 2	gadX	1942971.0	1943173.0	1943074.0	81	10.33	0.215188	ruvB,znuA	genic
1888	gadX inducible 1,gadX inducible 2	gadX	561887.0	562111.0	562007.0	82	10.31	0.214817	sfmC-sfmD,sfmH-sfmF	genic
1889	gadX inducible 1,gadX inducible 2	gadX	7161.0	7391.0	7270.0	83	10.2	0.204534	yaaA,yaaJ	genic
1890	gadX inducible 1,gadX inducible 2	gadX	4309834.0	4310205.0	4309941.0	84	10.18	0.212215	alsE-alsC-alsA-alsB,alsK	genic
1891	gadX inducible 1,gadX inducible 2	gadX	1430407.0	1430646.0	1430527.0	85	10.15	0.211596	pinR,stfR-tfaR	genic
1892	gadX inducible 1,gadX inducible 2	gadX	18572.0	18971.0	18742.0	86	10.11	0.210728	insB-1-insA-1-insAB1,nhaR	genic
1893	gadX inducible 1,gadX inducible 2	gadX	3219099.0	3219521.0	3219287.0	87	10.09	0.210233	aer,patA	intergenic
1894	gadX inducible 1,gadX inducible 2	gadX	303373.0	303703.0	303496.0	88	10.06	0.209613	yagU,ykgJ	genic
1895	gadX inducible 1,gadX inducible 2	gadX	3725332.0	3725586.0	3725451.0	89	10.06	0.186199	glyS-glyQ,ysaB	genic
1896	gadX inducible 1,gadX inducible 2	gadX	2736955.0	2737194.0	2737083.0	90	10.04	0.209242	bamD,raiA	intergenic
1897	gadX inducible 1,gadX inducible 2	gadX	4175452.0	4175761.0	4175586.0	91	10.03	0.209118	glyT-thrT-tufB-secE-nusG,tufB-secE	intergenic
1898	gadX inducible 1,gadX inducible 2	gadX	1515697.0	1515921.0	1515810.0	92	9.98	0.208003	patD,yncL	genic
1899	gadX inducible 1,gadX inducible 2	gadX	1631912.0	1632224.0	1632121.0	93	9.98	0.207879	ydfI,ydfJ	genic
1900	gadX inducible 1,gadX inducible 2	gadX	2265973.0	2266191.0	2266059.0	94	9.95	0.207384	yeiP,yeiQ	intergenic
1901	gadX inducible 1,gadX inducible 2	gadX	3429040.0	3429410.0	3429287.0	95	9.92	0.206764	yrdB-aroE-tsaC-yrdD	genic
1902	gadX inducible 1,gadX inducible 2	gadX	3922447.0	3923031.0	3922557.0	96	9.92	0.20664	atpC-atpD-atpG-atpA-atpH-atpF-atpE-atpB-atpI,atpH-atpF-atpE-atpB-atpI	intergenic
1903	gadX inducible 1,gadX inducible 2	gadX	1958673.0	1959128.0	1958803.0	97	9.89	0.206021	micL	genic
1904	gadX inducible 1,gadX inducible 2	gadX	564716.0	565008.0	564906.0	98	9.84	0.205154	argU,intD	genic
1905	gadX inducible 1,gadX inducible 2	gadX	1065355.0	1065611.0	1065461.0	99	9.66	0.192517	agp,cbpM-cbpA	intergenic
1906	gadX inducible 1,gadX inducible 2	gadX	1753334.0	1753587.0	1753450.0	100	9.66	0.185208	ydhT-ydhU-ydhX,ydhW-ydhV-ydhY	genic
1907	gadX inducible 1,gadX inducible 2	gadX	3674581.0	3674860.0	3674719.0	101	9.62	0.200446	yhjD,yhjE	intergenic
1908	gadX inducible 1,gadX inducible 2	gadX	4309310.0	4309557.0	4309408.0	102	9.51	0.198092	alsE-alsC-alsA-alsB,alsK	genic
1909	gadX inducible 1,gadX inducible 2	gadX	2681700.0	2682046.0	2681804.0	103	9.49	0.197844	yphD-yphE-yphF,yphG	genic
1910	gadX inducible 1,gadX inducible 2	gadX	1290021.0	1290260.0	1290125.0	104	9.46	0.197101	rssB-galU,tpr-tyrV-tyrT-purU-ychJ-rttR	genic
1911	gadX inducible 1,gadX inducible 2	gadX	2944573.0	2944773.0	2944662.0	105	9.41	0.19611	csdA-csdE,tcdA	genic
1912	gadX inducible 1,gadX inducible 2	gadX	1957535.0	1957769.0	1957633.0	106	9.39	0.195614	cmoA-cmoB,torZ-torY	genic
1913	gadX inducible 1,gadX inducible 2	gadX	3579915.0	3580182.0	3580048.0	107	9.39	0.195738	yhhW,yhhX	genic
1914	gadX inducible 1,gadX inducible 2	gadX	3094989.0	3095217.0	3095112.0	108	9.33	0.194376	yggS-yggT-yggU-rdgB-yggW,yggT-yggU-rdgB-yggW	genic
1915	gadX inducible 1,gadX inducible 2	gadX	4074868.0	4075267.0	4075144.0	109	9.32	0.194128	yihW,yihX-yihY-dtd-yiiD	genic
1916	gadX inducible 1,gadX inducible 2	gadX	3931082.0	3931362.0	3931245.0	110	9.14	0.190535	kup	intergenic
1917	gadX inducible 1,gadX inducible 2	gadX	1427611.0	1427807.0	1427714.0	111	9.11	0.189792	insH-5,lomR	genic
1918	gadX inducible 1,gadX inducible 2	gadX	3112744.0	3113013.0	3112884.0	112	9.02	0.188057	yghD-yghE,yghF	genic
1919	gadX inducible 1,gadX inducible 2	gadX	3407195.0	3407476.0	3407280.0	113	9.01	0.187686	accB-accC,yhdT-panF-prmA-dusB	intergenic
1920	gadX inducible 1,gadX inducible 2	gadX	538193.0	538523.0	538427.0	114	8.96	0.186695	allB,gcl-hyi-glxR-ybbW-allB-ybbY-glxK	genic
1921	gadX inducible 1,gadX inducible 2	gadX	1755544.0	1755822.0	1755697.0	115	8.91	0.185704	lpp,pykF	intergenic
1922	gadX inducible 1,gadX inducible 2	gadX	152493.0	152732.0	152607.0	116	8.89	0.185332	yadC,yadC-yadK-yadL-yadM	genic
1923	gadX inducible 1,gadX inducible 2	gadX	346257.0	346628.0	346400.0	117	8.89	0.185208	yahN,yahO	intergenic
1924	gadX inducible 1,gadX inducible 2	gadX	3871431.0	3871918.0	3871787.0	118	8.86	0.184589	cbrA,dgoT-dgoK-dgoA-dgoD-dgoR	intergenic
1925	gadX inducible 1,gadX inducible 2	gadX	751366.0	751588.0	751479.0	119	8.85	0.184465	abrB,ybgO-ybgP-ybgQ	genic
1926	gadX inducible 1,gadX inducible 2	gadX	1906579.0	1906836.0	1906705.0	120	8.65	0.180253	mntP,rlmA	genic
1927	gadX inducible 1,gadX inducible 2	gadX	1750015.0	1750518.0	1750395.0	121	8.61	0.179509	ydhS,ydhT-ydhU-ydhX	genic
1928	gadX inducible 1,gadX inducible 2	gadX	1502134.0	1502446.0	1502355.0	122	8.57	0.178518	ydcL,ydcL-insQ	intergenic
1929	gadX inducible 1,gadX inducible 2	gadX	2773838.0	2774138.0	2774022.0	123	8.54	0.177899	yfjW,ypjI	genic
1930	gadX inducible 1,gadX inducible 2	gadX	1608074.0	1608271.0	1608182.0	124	8.45	0.176165	tam,yneE	genic
1931	gadX inducible 1,gadX inducible 2	gadX	710763.0	710975.0	710847.0	125	8.38	0.174678	fur-fldA-uof,fur-uof	intergenic
1932	gadX inducible 1,gadX inducible 2	gadX	1215010.0	1215245.0	1215118.0	126	8.36	0.174182	bluF,ycgE	genic
1933	gadX inducible 1,gadX inducible 2	gadX	1437123.0	1437321.0	1437212.0	127	8.34	0.173811	micC,ompN-pfo	genic
1934	gadX inducible 1,gadX inducible 2	gadX	4490545.0	4491117.0	4490656.0	128	8.32	0.173439	idnR,yjgR	genic
1935	gadX inducible 1,gadX inducible 2	gadX	1873008.0	1873627.0	1873545.0	129	8.29	0.172696	yeaK,yeaK-yeaL	intergenic
1936	gadX inducible 1,gadX inducible 2	gadX	3838038.0	3838289.0	3838172.0	130	8.28	0.172572	setC,yicL	intergenic
1937	gadX inducible 1,gadX inducible 2	gadX	4252091.0	4252405.0	4252265.0	131	8.13	0.169475	ubiC-ubiA,yjbI	genic
1938	gadX inducible 1,gadX inducible 2	gadX	2000396.0	2000620.0	2000515.0	132	8.11	0.168979	fliY-fliZ-fliA,yecC-yecS-dcyD-fliY	genic
1939	gadX inducible 1,gadX inducible 2	gadX	4542914.0	4543095.0	4543010.0	133	8.06	0.167864	fimA-fimI-fimC	intergenic
1940	gadX inducible 1,gadX inducible 2	gadX	2882051.0	2882454.0	2882169.0	134	7.99	0.166501	ygbF-ygbT-casE-casD,ygbF-ygbT-casE-casD-casC-casB-casA	genic
1941	gadX inducible 1,gadX inducible 2	gadX	1563029.0	1563352.0	1563166.0	135	7.95	0.153494	ddpF-ddpD-ddpC-ddpB-ddpA-ddpX	intergenic
1942	gadX inducible 1,gadX inducible 2	gadX	1870137.0	1870333.0	1870256.0	136	7.95	0.164519	yeaG-yeaH,yeaI	intergenic
1943	gadX inducible 1,gadX inducible 2	gadX	17933.0	18352.0	18027.0	137	7.94	0.16551	nhaA-nhaR,nhaR	genic
1944	gadX inducible 1,gadX inducible 2	gadX	3769290.0	3769577.0	3769389.0	138	7.92	0.165015	yibH-yibI,yibV	genic
1945	gadX inducible 1,gadX inducible 2	gadX	1772450.0	1772641.0	1772532.0	139	7.86	0.163776	aroD,ydiN-ydiB-aroD	genic
1946	gadX inducible 1,gadX inducible 2	gadX	702211.0	702403.0	702293.0	140	7.84	0.16328	nagC,nagC-nagA	genic
1947	gadX inducible 1,gadX inducible 2	gadX	2552104.0	2552275.0	2552184.0	141	7.71	0.160679	amiA-hemF,yfeX-yfeY-yfeZ-ypeA	intergenic
1948	gadX inducible 1,gadX inducible 2	gadX	2628103.0	2628343.0	2628198.0	142	7.7	0.160555	ppk-ppx,yfgF	genic
1949	gadX inducible 1,gadX inducible 2	gadX	3856496.0	3856732.0	3856630.0	143	7.68	0.160059	yidI,yidJ-yidK	genic
1950	gadX inducible 1,gadX inducible 2	gadX	1964403.0	1964574.0	1964489.0	144	7.64	0.159192	flhE-flhA-flhB,yecT	genic
1951	gadX inducible 1,gadX inducible 2	gadX	3657669.0	3657977.0	3657787.0	145	7.61	0.158077	gadE-gadF,hdeD	intergenic
1952	gadX inducible 1,gadX inducible 2	gadX	2060409.0	2060599.0	2060510.0	146	7.59	0.155352	cbl,yeeO	genic
1953	gadX inducible 1,gadX inducible 2	gadX	1567532.0	1567710.0	1567626.0	147	7.54	0.15721	dosC,yddW	genic
1954	gadX inducible 1,gadX inducible 2	gadX	1573733.0	1573936.0	1573843.0	148	7.51	0.156591	gadC-gadB,pqqL	genic
1955	gadX inducible 1,gadX inducible 2	gadX	841426.0	841919.0	841539.0	149	7.39	0.153989	ybiL,ybiX	intergenic
1956	gadX inducible 1,gadX inducible 2	gadX	1392198.0	1392476.0	1392342.0	150	7.39	0.125248	mpaA-ycjY-ymjC-ymjD,mppA	genic
1957	gadX inducible 1,gadX inducible 2	gadX	3930188.0	3930498.0	3930355.0	151	7.31	0.152379	asnA,kup	genic
1958	gadX inducible 1,gadX inducible 2	gadX	4040857.0	4041039.0	4040957.0	152	7.19	0.149777	mobB-mobA	genic
1959	gadX inducible 1,gadX inducible 2	gadX	1068724.0	1068969.0	1068897.0	153	7.16	0.149158	rutG-rutF-rutE-rutD-rutC-rutB-rutA,ymdF	genic
1960	gadX inducible 1,gadX inducible 2	gadX	3254997.0	3255181.0	3255097.0	154	7.12	0.148414	yhaK-yhaL,yhaO-yhaM	genic
1961	gadX inducible 1,gadX inducible 2	gadX	1119417.0	1119620.0	1119552.0	155	7.01	0.14606	yceI-yceJ,yceJ-yceO-solA	genic
1962	gadX inducible 1,gadX inducible 2	gadX	801577.0	801789.0	801691.0	156	6.99	0.141477	ybhH,ybhI	genic
1963	gadX inducible 1,gadX inducible 2	gadX	2413208.0	2413580.0	2413313.0	157	6.96	0.145069	ackA,ackA-pta	intergenic
1964	gadX inducible 1,gadX inducible 2	gadX	2774976.0	2775216.0	2775088.0	158	6.96	0.145069	yfjW,ypjI	intergenic
1965	gadX inducible 1,gadX inducible 2	gadX	37668.0	38020.0	37870.0	159	6.94	0.144698	caiE-caiD-caiC,caiF	genic
1966	gadX inducible 1,gadX inducible 2	gadX	2023465.0	2023697.0	2023589.0	160	6.9	0.143831	fliL-fliM-fliN-fliO-fliP-fliQ-fliR,rcsA	genic
1967	gadX inducible 1,gadX inducible 2	gadX	1754834.0	1755388.0	1755204.0	161	6.89	0.143583	ydhT-ydhU-ydhX-ydhW-ydhV-ydhY,ydhZ	genic
1968	gadX inducible 1,gadX inducible 2	gadX	2483893.0	2484183.0	2484029.0	162	6.89	0.143583	evgL,yfdE	genic
1969	gadX inducible 1,gadX inducible 2	gadX	1596836.0	1597037.0	1596917.0	163	6.77	0.141105	hipA-hipB,yneO	genic
1970	gadX inducible 1,gadX inducible 2	gadX	2698227.0	2698467.0	2698327.0	164	6.77	0.140981	mltF,tadA-pgpC	genic
1971	gadX inducible 1,gadX inducible 2	gadX	4241634.0	4241833.0	4241734.0	165	6.72	0.13999	psiE,xylE	genic
1972	gadX inducible 1,gadX inducible 2	gadX	4342037.0	4342246.0	4342147.0	166	6.65	0.138627	melA-melB,yjdF	genic
1973	gadX inducible 1,gadX inducible 2	gadX	3753875.0	3754066.0	3753990.0	167	6.62	0.138008	yiaU,yiaV-yiaW	genic
1974	gadX inducible 1,gadX inducible 2	gadX	2183017.0	2183178.0	2183092.0	168	6.53	0.136026	yegW,yegX	genic
1975	gadX inducible 1,gadX inducible 2	gadX	1678277.0	1678449.0	1678357.0	169	6.48	0.135035	ydgH,ydgH-ydgI-folM	intergenic
1976	gadX inducible 1,gadX inducible 2	gadX	4366428.0	4366687.0	4366512.0	170	6.48	0.135035	cutA,dcuA	genic
1977	gadX inducible 1,gadX inducible 2	gadX	1271826.0	1272123.0	1271943.0	171	6.47	0.134787	chaA,chaB-chaC	intergenic
1978	gadX inducible 1,gadX inducible 2	gadX	2533316.0	2533605.0	2533387.0	172	6.46	0.134663	cysK,ptsH-ptsI-crr	genic
1979	gadX inducible 1,gadX inducible 2	gadX	1799105.0	1799268.0	1799191.0	173	6.44	0.134291	ihfA,ihfA-pheT-pheS-pheM	intergenic
1980	gadX inducible 1,gadX inducible 2	gadX	3153362.0	3153587.0	3153460.0	174	6.43	0.134044	metC-yghB,yghB	intergenic
1981	gadX inducible 1,gadX inducible 2	gadX	3743624.0	3743861.0	3743783.0	175	6.35	0.132309	yiaK-yiaL-yiaM-yiaN-yiaO-lyxK-sgbH-sgbU-sgbE,yiaT	genic
1982	gadX inducible 1,gadX inducible 2	gadX	1631127.0	1631488.0	1631367.0	176	6.26	0.130451	ydfI,ydfJ	genic
1983	gadX inducible 1,gadX inducible 2	gadX	1792662.0	1792844.0	1792730.0	177	6.21	0.129336	nlpC,ydiV	genic
1984	gadX inducible 1,gadX inducible 2	gadX	7840.0	8032.0	7963.0	178	5.76	0.118434	yaaA,yaaJ	genic
1985	galR native 1,galR inducible 1,galR inducible 2	galR	791708.0	792449.0	792108.0	1	516.53	1.0	galK,galM-galK-galT-galE	genic
1986	galR native 1,galR inducible 1	galR	3087766.0	3088514.0	3088203.0	2	213.85	0.441701	galP,yqgD	intergenic
1987	galR native 1,galR inducible 1,galR inducible 2	galR	7755.0	8347.0	8012.0	3	86.34	0.167148	talB-mog,yaaJ	intergenic
1988	galR inducible 1,galR inducible 2	galR	2241513.0	2242002.0	2241773.0	4	47.92	0.14554	galS,yeiB-folE	intergenic
1989	galR inducible 1,galR inducible 2	galR	1737631.0	1738110.0	1737890.0	5	38.52	0.233141	purR,ydhB	genic
1990	galR native 1,galR inducible 1,galR inducible 2	galR	4449634.0	4450210.0	4449977.0	6	35.94	0.121852	fbp,ytfQ-ytfT-yjfF-ytfR	genic
1991	galR native 1,galR inducible 1,galR inducible 2	galR	2976273.0	2976875.0	2976574.0	7	34.81	0.182672	galR,lysA	intergenic
1992	galR inducible 1,galR inducible 2	galR	2240410.0	2240905.0	2240634.0	8	19.97	0.153222	galS,mglC-mglA-mglB	genic
1993	galR inducible 1,galR inducible 2	galR	2449295.0	2449677.0	2449497.0	9	19.38	0.14618	smrB,yfcO-yfcP-yfcQ-yfcR-yfcS-yfcU	genic
1994	galR inducible 1,galR inducible 2	galR	1627770.0	1628108.0	1627958.0	10	13.98	0.102433	ydfG,ydfH	genic
1995	galR inducible 1,galR inducible 2	galR	767425.0	767725.0	767570.0	11	12.91	0.122066	mngB,mngR	genic
1996	galR inducible 1,galR inducible 2	galR	4293725.0	4293956.0	4293866.0	12	7.98	0.09379	gltP,nrfA-nrfB-nrfC-nrfD-nrfE-nrfF-nrfG	genic
1997	galS native 1,galS inducible 1	galS	3087791.0	3088386.0	3088036.0	1	61.77	1.0	galP,yqgD	intergenic
1998	galS native 1,galS inducible 1	galS	791829.0	792293.0	792024.0	2	19.69	0.318783	galK,galM-galK-galT-galE	genic
1999	galS native 1,galS inducible 1	galS	4573519.0	4574325.0	4573921.0	3	18.29	0.296131	yjiT,yjiV	genic
2000	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	3817579.0	3819411.0	3818758.0	1	175.7	1.0	dinD,yicG	intergenic
2001	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	3050467.0	3051639.0	3051011.0	2	144.55	1.0	ubiI-ubiH-pepP-ygfB,yqfI	genic
2002	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	1896315.0	1897374.0	1896658.0	3	133.58	0.818886	nudL-sdaA,sdaA	genic
2003	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	1575891.0	1576490.0	1576227.0	4	63.22	0.453703	pqqL,yddB-yddA	genic
2004	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	1996640.0	1997295.0	1997057.0	5	54.41	0.390441	sdiA,sdiA-yecC-yecS-dcyD	genic
2005	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	2941954.0	2942999.0	2942576.0	6	45.07	0.277354	rlmM-ygdD,rlmM-ygdD-gcvA	genic
2006	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	3247653.0	3249292.0	3248143.0	7	24.44	0.175364	yqiM,yqjC-yqjD-yqjE-yqjK	genic
2007	gcvA native 2,gcvA native 3	gcvA	3248440.0	3249255.0	3248818.0	8	22.88	0.130474	yqiM,yqjC-yqjD-yqjE-yqjK	genic
2008	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	179851.0	180184.0	180028.0	9	11.61	0.083328	degP,dgt	genic
2009	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	4196808.0	4197113.0	4196971.0	10	10.86	0.077963	hemE-nfi-yjaG-hupA-yjaH,rsd	genic
2010	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	1067615.0	1068064.0	1067889.0	11	10.18	0.060545	yccJ-wrbA,ymdF	intergenic
2011	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	346088.0	346519.0	346252.0	12	10.14	0.057694	yahM,yahN	genic
2012	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	2943026.0	2943528.0	2943345.0	13	8.58	0.06159	csdA-csdE	intergenic
2013	gcvA native 1,gcvA native 3	gcvA	1170299.0	1170594.0	1170426.0	14	6.88	0.049397	ldtC,mfd	intergenic
2014	gcvA native 1,gcvA native 3	gcvA	4221128.0	4221494.0	4221297.0	15	6.84	0.038922	aceK,arpA	genic
2015	gcvA native 1,gcvA native 2,gcvA native 3	gcvA	222581.0	222875.0	222754.0	16	5.49	0.039917	gmhB-rrsH,rcsF-metQ-metI-metN	intergenic
2016	gcvR native 1,gcvR inducible 1	gcvR	3818564.0	3818970.0	3818734.0	1	11.13	1.0	dinD,yicG	intergenic
2017	gcvR native 1,gcvR inducible 1	gcvR	1576039.0	1576333.0	1576229.0	2	7.69	0.690932	pqqL,yddB-yddA	genic
2018	gcvR native 1,gcvR inducible 1	gcvR	1896534.0	1896951.0	1896669.0	3	7.5	0.67433	nudL-sdaA,sdaA	genic
2019	glnG inducible 1,glnG inducible 2,glnG inducible 3,glnG inducible 4,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	847771.0	848628.0	848165.0	1	1283.63	1.0	glnQ-glnP-glnH	intergenic
2020	glnG inducible 1,glnG inducible 2,glnG inducible 3,glnG inducible 4,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2,glnG inducible 5	glnG	2426583.0	2427308.0	2426961.0	2	731.71	0.988235	hisP-hisM-hisQ-hisJ,hisP-hisM-hisQ-hisJ-argT	intergenic
2021	glnG inducible 1,glnG inducible 2,glnG inducible 3,glnG inducible 4,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	2914121.0	2914871.0	2914498.0	3	546.8	0.942018	barA,relA	genic
2022	glnG inducible 2,glnG inducible 3,glnG inducible 4,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	688880.0	689534.0	689150.0	4	540.9	0.863537	gltK-gltJ-gltI-insH-3,lnt-ybeX	intergenic
2023	glnG inducible 1,glnG inducible 2,glnG inducible 3,glnG inducible 4,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	1865303.0	1866049.0	1865677.0	5	515.67	0.90191	yeaE	intergenic
2024	glnG inducible 2,glnG inducible 3,glnG inducible 4,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	894577.0	895327.0	894949.0	6	473.51	0.839905	potF-potG-potH-potI,ybjO-rlmC	intergenic
2025	glnG inducible 2,glnG inducible 3,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	471658.0	472801.0	472465.0	7	445.66	0.804895	glnK-amtB,mdlA-mdlB	intergenic
2026	glnG inducible 2,glnG inducible 3,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	3218890.0	3219644.0	3219276.0	8	427.61	0.633745	aer,patA	intergenic
2027	glnG inducible 3,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	700599.0	701321.0	700971.0	9	390.53	0.690437	umpH,umpH-nagC	genic
2028	glnG inducible 1,glnG inducible 2,glnG inducible 3,glnG inducible 4,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2,glnG inducible 5	glnG	4056008.0	4056723.0	4056368.0	10	377.45	1.0	glnG-glnL,typA5p	intergenic
2029	glnG inducible 2,glnG inducible 3,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	2427701.0	2428421.0	2428049.0	11	370.88	0.643542	hisP-hisM-hisQ-hisJ-argT,ubiX	intergenic
2030	glnG inducible 2,glnG inducible 3,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	1831963.0	1832653.0	1832293.0	12	316.78	0.601529	astE-astB-astD-astA-astC,xthA	intergenic
2031	glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	1562866.0	1563559.0	1563194.0	13	282.81	0.51382	ddpF-ddpD-ddpC-ddpB-ddpA-ddpX	intergenic
2032	glnG inducible 3,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	1272457.0	1273126.0	1272806.0	14	218.66	0.49008	chaC,ychN	genic
2033	glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	1073830.0	1074495.0	1074139.0	15	209.77	0.440452	rutR	intergenic
2034	glnG inducible 2,glnG inducible 3,glnG in vitro 1x 1,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	3418553.0	3419198.0	3418859.0	16	189.74	0.367852	yhdV,yhdW-yhdX-yhdY-yhdZ	intergenic
2035	glnG inducible 3,glnG in vitro 1x 2,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	2061463.0	2062439.0	2062125.0	17	105.88	0.237317	asnV,nac	intergenic
2036	glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	4142528.0	4143134.0	4142885.0	18	99.18	0.222299	frwC-frwB,pflD-pflC	genic
2037	glnG inducible 3,glnG in vitro 10x 1,glnG in vitro 10x 2	glnG	1907908.0	1908509.0	1908189.0	19	91.31	0.191404	cspC-yobF,yebO	intergenic
